Id,Label,value,source,Authority,Hub,pageranks,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum
900,commonsenserunswild.typepad.com,1,Blogarama,0.002548,0.050378,0.000594,8,87,95,7,0.37165,0.445631,2087.282866,0,163
901,confederateyankee.blogspot.com,1,"Blogarama,eTalkingHead,CampaignLine",0.004743,0.010832,0.001017,11,10,21,7,0.335554,0.377397,724.128229,0,163
902,conpro.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,186,522
903,conservativeblogger.com,1,eTalkingHead,0.00167,0.001625,0.000277,3,2,5,7,0.296836,0.334189,16.340652,0,163
904,conservativecat.com,1,Blogarama,0.002717,0.009022,0.000377,9,13,22,7,0.314803,0.350908,517.214958,0,163
905,conservativecitizen.blogspot.com,1,"eTalkingHead,CampaignLine",0,0,0.000187,0,0,0,0,0,0,0,187,523
906,conservativedhc.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,188,524
907,conservativedialysis.com,1,BlogCatalog,0.006034,0.022895,0.00042,10,30,40,7,0.365407,0.412315,3638.371916,0,163
908,conservativeeyes.blogspot.com,1,BlogCatalog,0.015404,0.000222,0.000851,39,1,40,8,0.234329,0.252235,37.78208,0,163
909,conservativelife.com/blog,1,"Blogarama,BlogCatalog,eTalkingHead",0.003055,0.031372,0.00029,5,39,44,7,0.342888,0.394447,226.382176,0,163
910,conservativenation.us,1,Blogarama,0.000508,0,0.000193,1,0,1,0,0,0,0,0,54
911,conservativeobserver.blogspot.com,1,eTalkingHead,0.000485,0.002524,0.000197,1,4,5,7,0.235135,0.250687,483.853312,0,163
912,conservativepolitics.blogspot.com,1,"Blogarama,eTalkingHead",0,0.000496,0.000187,0,1,1,1,1,1,0,0,525
913,conservativepunk.com,1,eTalkingHead,0.002888,0,0.000438,11,0,11,0,0,0,0,0,20
914,conservativepush.blogspot.com,1,CampaignLine,0.000207,0.002785,0.000244,2,4,6,7,0.298038,0.336889,211.911885,0,163
915,conservativeresponse.com,1,Blogarama,0.000574,0.003614,0.000229,1,4,5,7,0.317835,0.354966,4.404701,0,163
916,conservativerevolution.com,1,LabeledManually,0.001493,0.017493,0.000212,2,20,22,7,0.339362,0.384625,5.746876,0,163
917,conservativevor.blogdrive.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,189,526
918,conservativezone.blogspot.com,1,Blogarama,0.000756,0.011486,0.000198,1,14,15,7,0.330228,0.359153,0.363164,0,163
919,coxandforkum.com,1,LabeledManually,0.035692,0.026467,0.002678,83,31,114,7,0.318894,0.358971,2706.507263,0,163
920,cptnwinky.com,1,"Blogarama,eTalkingHead",0,0.000669,0.000187,0,3,3,8,0.229461,0.247449,0,0,527
921,crankybastard.blogspot.com,1,"Blogarama,eTalkingHead",0.000569,0.02244,0.000206,1,29,30,7,0.319426,0.357979,4.396248,0,163
922,crankyneocon.com/crankyneocon,1,LabeledManually,0.00509,0.01636,0.000368,10,33,43,7,0.341176,0.38344,342.497074,0,163
923,criticalbill.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,190,528
924,cruelkev.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,191,529
925,cubanstories.blogspot.com,1,Blogarama,0,0.005586,0.000187,0,5,5,7,0.32343,0.360597,0,0,530
926,cybermenace.blogspot.com,1,eTalkingHead,0.000798,0.001502,0.00019,1,1,2,8,0.17505,0.182444,0.040684,0,163
927,cynicalnation.com,1,Blogarama,0.003362,0.057929,0.000391,8,53,61,6,0.410026,0.45303,7206.293667,0,163
928,cynscorion.com/v-web/b2/index.php,1,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,192,531
929,d-42.com,1,Blogarama,0.000949,0,0.000246,2,0,2,0,0,0,0,0,139
930,daddypundit.blogspot.com,1,BlogCatalog,0.003793,0.011837,0.000495,11,14,25,7,0.331601,0.36801,1403.906717,0,163
931,dadougster.blogspot.com,1,"Blogarama,BlogCatalog",0,0.00184,0.000187,0,2,2,8,0.252039,0.269944,0,0,532
932,dailypundit.com,1,LabeledManually,0.028811,0.003509,0.001658,41,5,46,7,0.292929,0.316348,515.961459,0,163
933,dailyrecycler.com/blog,1,LabeledManually,0.008097,0.006546,0.000391,14,6,20,7,0.297482,0.321625,54.334415,0,163
934,daisycutter.blogspot.com,1,Blogarama,0.002953,0.027251,0.000299,8,38,46,7,0.345987,0.39288,325.986524,0,163
935,dalythoughts.com,1,BlogPulse,0.009366,0.078434,0.000774,18,96,114,6,0.412678,0.475427,8562.426973,0,163
936,danieldrezner.com/blog,1,LabeledManually,0.055802,0.038727,0.00244,65,26,91,7,0.321249,0.357414,2303.849263,0,163
937,danzfamily.com,1,BlogCatalog,0.002341,0.015778,0.000258,4,17,21,7,0.343503,0.387655,50.581434,0,163
938,dartblog.com,1,Blogarama,0.002701,0.018501,0.000584,5,13,18,7,0.338163,0.37994,405.569046,0,163
939,datingrepublicans.com,1,BlogCatalog,0.000655,0,0.00023,1,0,1,0,0,0,0,0,113
940,deadcantrant.com/blog,1,Blogarama,0.000574,0.014947,0.000229,1,17,18,7,0.335201,0.378268,47.340414,0,163
941,deanesmay.com,1,BlogPulse,0.050556,0.004891,0.002609,87,8,95,7,0.327068,0.36707,5496.120739,0,163
942,deansjournal.blogspot.com,1,BlogCatalog,0.000172,0.014695,0.0002,1,15,16,7,0.31605,0.349699,5.740375,0,163
943,decision08.blogspot.com,1,Blogarama,0.002124,0.040611,0.000472,6,40,46,6,0.349398,0.393939,435.115827,0,163
944,denbeste.nu,1,LabeledManually,0.029048,0.003074,0.002382,50,7,57,7,0.279253,0.304889,1290.639187,0,163
945,depressedlonelybored.typepad.com,1,Blogarama,0.000141,0,0.000235,2,0,2,0,0,0,0,0,533
946,deserttusk.blogspot.com,1,"Blogarama,eTalkingHead",0.004529,0.008105,0.000308,8,11,19,7,0.326733,0.368829,1105.177637,0,163
947,devildawg.blogspot.com,1,Blogarama,0,0.01714,0.000187,0,18,18,7,0.312663,0.347271,0,0,534
948,dgci.blog-city.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,193,535
949,dgci.net,1,"BlogCatalog,eTalkingHead",0.010655,0,0.000629,26,0,26,0,0,0,0,0,43
950,diggersrealm.com/mt,1,LabeledManually,0.009261,0.009864,0.00079,18,18,36,7,0.326065,0.358484,1233.451408,0,163
951,dilusionl.blogspot.com,1,BlogCatalog,0,0.001866,0.000187,0,3,3,8,0.240583,0.257452,0,0,536
952,diplomadic.blogspot.com,1,Blogarama,0.028363,0.003728,0.001014,51,5,56,7,0.275952,0.298724,183.66381,0,163
953,discerningtexan.blogspot.com,1,eTalkingHead,0.003637,0.047359,0.000367,9,70,79,7,0.369355,0.435861,844.662146,0,163
954,discountblogger.com,1,Blogarama,0.002399,0,0.000283,3,0,3,0,0,0,0,0,99
955,disintegrator.blogspot.com,1,Blogarama,0.002874,0.004296,0.000253,5,6,11,7,0.304099,0.332378,57.763219,0,163
956,dissectleft.blogspot.com,1,eTalkingHead,0.012109,0.036578,0.000692,26,70,96,6,0.365826,0.420098,5958.407231,0,163
957,dividedloyalties.net,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,194,537
958,dizzy-girl.net/index.php,1,BlogCatalog,0.002333,0.000057,0.000255,6,1,7,8,0.24009,0.258478,5.364231,0,163
959,dmobley.blogspot.com,1,"Blogarama,BlogCatalog",0.002468,0.010595,0.000262,6,10,16,7,0.336025,0.376526,110.760773,0,163
960,dogwooddreams.com/serendipity,1,BlogCatalog,0.000023,0.001178,0.000302,1,2,3,7,0.296652,0.333928,0,0,163
961,donaldsensing.com,1,LabeledManually,0.038975,0.008109,0.001841,56,7,63,7,0.306829,0.331985,1098.37711,0,163
962,downtownlad.blogspot.com,1,BlogCatalog,0.001042,0.001852,0.000242,3,3,6,7,0.287301,0.30872,10.594216,0,163
963,drudgereport.com,1,LabeledManually,0.084402,0.004485,0.010681,238,5,243,7,0.211913,0.225486,18955.701378,0,163
964,drumwaster.com,1,eTalkingHead,0.003452,0.002269,0.000605,9,3,12,7,0.278765,0.295676,21.960812,0,163
965,drunkensamurai.blogspot.com,1,Blogarama,0.000782,0.002953,0.000265,3,7,10,7,0.314389,0.356638,85.775231,0,163
966,dummocrats.com,1,Blogarama,0.01517,0.039757,0.000839,27,54,81,7,0.367794,0.427519,2530.621999,0,163
967,dynamist.com/weblog,1,LabeledManually,0.031885,0.028581,0.002082,40,24,64,7,0.320067,0.355307,854.906531,0,163
968,economicswithaface.com/weblog,1,BlogCatalog,0.001127,0.0099,0.000238,3,12,15,7,0.299063,0.326449,405.767235,0,163
969,edmondthehun.blogspot.com,1,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,195,538
970,eeg3.com,1,Blogarama,0.000438,0.007179,0.000207,1,3,4,7,0.294552,0.317585,1.331719,0,163
971,ejectejecteject.com,1,LabeledManually,0.023688,0.006926,0.001497,44,6,50,7,0.29925,0.324081,837.906436,0,163
972,electionprojection.com,1,eTalkingHead,0.015355,0.027026,0.001121,30,38,68,7,0.352616,0.406394,6092.022746,0,163
973,electricvenom.com,1,LabeledManually,0.020131,0.007962,0.001377,33,9,42,7,0.301607,0.328504,783.188445,0,163
974,elevendayempire.com/movabletype,1,eTalkingHead,0.004365,0.015081,0.000303,7,17,24,7,0.338641,0.380636,1984.379441,0,163
975,emilythedog.blogspot.com,1,Blogarama,0.000574,0.007654,0.000229,1,7,8,7,0.315842,0.353068,8.461633,0,163
976,epubguy.blogs.com/epubguy,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,196,539
977,erickohn.com,1,"Blogarama,eTalkingHead",0,0.012983,0.000187,0,11,11,7,0.295042,0.320576,0,0,540
978,erikack.blogspot.com,1,BlogCatalog,0.000809,0,0.000206,2,0,2,0,0,0,0,0,59
979,etalkinghead.com,1,Blogarama,0.027892,0,0.003414,75,0,75,0,0,0,0,0,16
980,evangelicaloutpost.com,1,eTalkingHead,0.025834,0.031936,0.00205,59,91,150,7,0.37886,0.45204,24426.956774,0,163
981,everythingiknowiswrong.com,1,eTalkingHead,0.011631,0.021752,0.000622,21,47,68,7,0.35709,0.414928,4123.090164,0,163
982,evilpundit.com,1,eTalkingHead,0.003118,0.01301,0.000445,6,14,20,7,0.312541,0.344639,257.938702,0,163
983,fearfulsymmetry.blogspot.com,1,Blogarama,0.001386,0,0.000346,2,0,2,0,0,0,0,0,141
984,firstdownpolitics.com,1,"Blogarama,BlogCatalog",0,0.002555,0.000187,0,2,2,8,0.22483,0.236186,0,0,541
985,flyinspacemonkey.mu.nu,1,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,197,542
986,fooswah.com,1,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,198,543
987,franklog.com,1,Blogarama,0.000574,0,0.000229,1,0,1,0,0,0,0,0,158
988,fraterslibertas.com,1,LabeledManually,0.016366,0.012507,0.00173,28,10,38,7,0.307816,0.338536,685.252565,0,163
989,freedomofthought.com,1,eTalkingHead,0.005078,0.00504,0.000319,9,6,15,7,0.334732,0.373984,134.757559,0,163
990,freerepublic.com,1,LabeledManually,0.036336,0,0.00601,81,0,81,0,0,0,0,0,6
991,fringeblog.com,1,Blogarama,0.00439,0.004161,0.000622,8,2,10,7,0.287387,0.307431,9.519773,0,163
992,fritzs-thoughts.blogspot.com,1,Blogarama,0.000574,0.007229,0.000229,1,8,9,7,0.320281,0.359215,3.836221,0,163
993,gaypatriot.blogspot.com,1,eTalkingHead,0.006045,0.025664,0.000698,13,27,40,7,0.341786,0.389431,1114.857636,0,163
994,gccpundit.blogspot.com,1,eTalkingHead,0,0.008407,0.000187,0,6,6,7,0.289864,0.312208,0,0,544
995,gcruse.typepad.com,1,Blogarama,0.003225,0.003752,0.000479,10,5,15,7,0.297852,0.325133,239.799478,0,163
996,georgewbush.com,1,BlogPulse,0.024894,0,0.003241,82,0,82,0,0,0,0,0,0
997,georgewbush.com/blog,1,CampaignLine,0,0,0.000187,0,0,0,0,0,0,0,199,545
998,gerberatetra.blogspot.com,1,Blogarama,0,0.016159,0.000187,0,23,23,7,0.312663,0.348402,0,0,546
999,getdexview.barrennorth.com,1,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,200,547
1000,gevkaffeegal.typepad.com/the_alliance,1,LabeledManually,0.028108,0.016663,0.003298,101,110,211,6,0.369355,0.445873,31398.343352,0,163
1001,ghostofaflea.com,1,LabeledManually,0.007799,0.00463,0.00068,14,6,20,7,0.296193,0.316652,338.532193,0,163
1002,gillaand.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,201,548
1003,gindy.blogspot.com,1,Blogarama,0.000422,0.008379,0.000211,2,14,16,7,0.311017,0.340668,411.078343,0,163
1004,gmscorner.blogspot.com,1,Blogarama,0,0.02833,0.000187,0,27,27,7,0.324306,0.358239,0,0,549
1005,godubya.com,1,eTalkingHead,0.000922,0,0.000228,2,0,2,0,0,0,0,0,135
1006,gopandcollege.blogspot.com,1,Blogarama,0.000574,0.001602,0.000229,1,2,3,7,0.29656,0.333754,0,0,163
1007,gopandthecity.blogspot.com,1,Blogarama,0.004619,0.011219,0.000476,11,18,29,6,0.347368,0.388854,479.56451,0,163
1008,gopbloggers.org,1,LabeledManually,0.026168,0.00364,0.002128,69,5,74,7,0.31605,0.358501,2515.672806,0,163
1009,gopinsight.com,1,"Blogarama,eTalkingHead,CampaignLine",0.002795,0.003653,0.000376,7,21,28,7,0.307816,0.342984,611.793705,0,163
1010,gotdesign.blogspot.com,1,Blogarama,0.002202,0.015276,0.000334,4,18,22,7,0.306731,0.339484,1614.710249,0,163
1011,gracefotography.com/graceblog/index.php,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,202,550
1012,grantb88.com,1,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,203,551
1013,greatestjeneration.com,1,eTalkingHead,0.013691,0.00976,0.000875,21,10,31,7,0.307618,0.338292,223.024212,0,163
1014,grownups.blogspot.com,1,Blogarama,0,0.001482,0.000187,0,1,1,8,0.269555,0.291931,0,0,552
1015,gullyborg.typepad.com,1,eTalkingHead,0.000871,0.016282,0.000254,2,18,20,7,0.342765,0.386627,48.109157,0,163
1016,gwbblows.blogspot.com,1,LeftyDirectory,0,0,0.000187,0,0,0,0,0,0,0,204,553
1017,happyhomeschooler.blog-city.com,1,Blogarama,0.000574,0,0.000229,1,0,1,0,0,0,0,0,156
1018,hasidicgentile.org,1,BlogCatalog,0,0.001549,0.000187,0,1,1,8,0.266852,0.284085,0,0,554
1019,hathaby.net/weblog.php,1,Blogarama,0.001072,0,0.000201,2,0,2,0,0,0,0,0,53
1020,headland.blogspot.com,1,Blogarama,0.000408,0.016624,0.000453,1,16,17,7,0.305556,0.337978,54.599342,0,163
1021,healingiraq.blogspot.com,1,LabeledManually,0.025312,0.002502,0.00143,43,5,48,8,0.247287,0.265434,1397.193897,0,163
1022,heathenfolk.warblogs.com/blog,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,205,555
1023,heavylifting.blogspot.com,1,Blogarama,0,0.001576,0.000187,0,2,2,7,0.262754,0.279188,0,0,556
1024,hectorvex.blogspot.com,1,BlogCatalog,0.00108,0.011268,0.000297,3,16,19,7,0.321357,0.358884,153.554718,0,163
1025,henerd.com,1,Blogarama,0,0.00179,0.000187,0,2,2,8,0.267076,0.284868,0,0,557
1026,hiddennook.blogspot.com,1,Blogarama,0.002406,0.007362,0.000276,5,8,13,7,0.330342,0.368881,23.817983,0,163
1027,hijkselur.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,206,558
1028,hillcountryviews.blogspot.com,1,Blogarama,0.00179,0.012879,0.000385,9,16,25,7,0.318787,0.357596,682.187954,0,163
1029,hipublican.com,1,eTalkingHead,0.000534,0,0.000234,2,0,2,0,0,0,0,0,101
1030,hobsonschoice.us,1,Blogarama,0.000574,0,0.000229,1,0,1,0,0,0,0,0,143
1031,holecard.blogspot.com,1,CampaignLine,0.002124,0.031359,0.000225,3,29,32,7,0.356557,0.404234,45.481304,0,163
1032,home.earthlink.net/~goodnoughp/index.html,1,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,207,559
1033,home.earthlink.net/~jasider,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,208,560
1034,home.earthlink.net/~techservant,1,Blogarama,0.001187,0,0.000257,3,0,3,0,0,0,0,0,116
1035,home.earthlink.net/~ur_blog,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,209,561
1036,home.midsouth.rr.com/joefish,1,"Blogarama,eTalkingHead",0.005285,0.017439,0.000389,9,21,30,7,0.339844,0.386889,213.505323,0,163
1037,homespunbloggers.blogspot.com,1,LabeledManually,0.011228,0.004227,0.001274,35,41,76,7,0.337091,0.383179,6520.905345,0,163
1038,homicidalmaniak.com,1,eTalkingHead,0.000965,0.010667,0.00024,2,13,15,6,0.360045,0.396238,163.84206,0,163
1039,hoosierparliament.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,210,562
1040,horologium.net,1,Blogarama,0.005623,0.019832,0.000533,7,25,32,7,0.314079,0.350717,728.983734,0,163
1041,hughhewitt.com,1,"Blogarama,LabeledManually",0.083281,0.048134,0.006679,157,68,225,7,0.368644,0.432378,34249.665515,0,163
1042,iamaugustus.blogspot.com,1,Blogarama,0.001206,0,0.000256,2,0,2,0,0,0,0,0,103
1043,ideastockexchange.com/essays/laubs-mike-interest-politics-web-log.htm,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,211,563
1044,ikilledcheguevara.blogspot.com,1,Blogarama,0.000875,0.006639,0.000214,2,7,9,7,0.301702,0.330786,11.999438,0,163
1045,imao.us,1,LabeledManually,0.040523,0.010705,0.002411,77,11,88,7,0.33638,0.378703,6515.196847,0,163
1046,imprescindibile.ilcannocchiale.it,1,BlogCatalog,0.000099,0,0.00024,1,0,1,0,0,0,0,0,564
1047,incite1.blogspot.com,1,"Blogarama,eTalkingHead",0.00801,0.037398,0.000494,14,48,62,7,0.365128,0.420553,2197.583061,0,163
1048,indcjournal.com,1,BlogPulse,0.037897,0.031893,0.002464,65,43,108,7,0.339964,0.386993,5419.294911,0,163
1049,indepundit.com,1,BlogPulse,0.013907,0.008208,0.001005,24,11,35,7,0.327628,0.357884,1613.141469,0,163
1050,inmyrightmind.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,212,565
1051,instapundit.com,1,BlogPulse,0.141727,0.080562,0.012589,276,86,362,6,0.376475,0.435528,76270.025259,0,163
1052,interested-participant.blogspot.com,1,LabeledManually,0.008816,0.014823,0.000452,16,26,42,7,0.329319,0.374053,1513.664164,0,163
1053,inthebullpen.com,1,LabeledManually,0.01482,0.015053,0.001507,28,29,57,7,0.334732,0.379243,1896.384673,0,163
1054,iowageek.blogspot.com,1,Blogarama,0.001737,0.028573,0.000273,4,43,47,7,0.336616,0.386349,1918.544865,0,163
1055,iraqthemodel.blogspot.com,1,LabeledManually,0.034622,0.026561,0.003857,76,28,104,7,0.31501,0.35312,6908.421937,0,163
1056,isaacspolitics.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,213,566
1057,isdl.blogspot.com,1,Blogarama,0.000066,0.004196,0.000213,1,8,9,7,0.28062,0.31187,1.437447,0,567
1058,isdl.weblogs.us,1,Blogarama,0.000075,0.003729,0.00021,1,7,8,7,0.280128,0.310568,0,0,567
1059,itsafterglow.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,214,568
1060,itscomedowntothis.blogspot.com,1,Blogarama,0.000897,0.001887,0.000193,1,2,3,7,0.266203,0.279497,2.676637,0,163
1061,itznewstome.blogspot.com,1,Blogarama,0.001767,0.030097,0.000222,2,33,35,7,0.351451,0.402702,45.080278,0,163
1062,jacklewis.net,1,Blogarama,0.00116,0.009987,0.00026,4,12,16,7,0.307223,0.338439,19.975433,0,163
1063,janegalt.net,1,LabeledManually,0.043635,0.044148,0.002429,55,40,95,7,0.328866,0.371963,2690.461314,0,163
1064,jchristopherfeng.com,1,Blogarama,0.000645,0,0.000244,2,0,2,0,0,0,0,0,106
1065,jeffblanco.blogdrive.com,1,"Blogarama,BlogCatalog,eTalkingHead",0.002794,0.003988,0.000461,13,25,38,7,0.310211,0.346833,2160.353446,0,163
1066,jenjuskhan.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,215,569
1067,jewishworldreview.com,1,LabeledManually,0.018633,0,0.005243,42,0,42,0,0,0,0,0,21
1068,jg-spot.blogspot.com,1,Blogarama,0.001841,0.002861,0.000253,3,3,6,7,0.278684,0.306752,1.967714,0,163
1069,jihadwatch.org,1,LabeledManually,0.022888,0.003019,0.00158,47,3,50,8,0.267318,0.285688,123.63306,0,163
1070,jlynnsmith30.blogspot.com,1,BlogCatalog,0.00349,0.002798,0.000472,7,2,9,7,0.298969,0.336976,1036.669559,0,163
1071,joatmoaf.typepad.com/i_love_jet_noise,1,Blogarama,0.007859,0.000843,0.00034,12,2,14,8,0.246332,0.260314,5.862996,0,163
1072,joepublicus.blogspot.com,1,"Blogarama,BlogCatalog",0.001015,0.005735,0.000244,2,8,10,7,0.308312,0.352597,17.166679,0,163
1073,johngalt.us,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,216,570
1074,johnkerrymustlose.com,1,LabeledManually,0,0.007826,0.000187,0,4,4,7,0.278813,0.300775,0,0,571
1075,johnnbrown.blogspot.com,1,Blogarama,0.002242,0,0.00025,2,0,2,0,0,0,0,0,118
1076,jokerstotheright.blogspot.com,1,Blogarama,0.000814,0.009266,0.000245,2,10,12,7,0.326176,0.366896,1032.492772,0,163
1077,joshferguson.blogspot.com,1,BlogCatalog,0.000574,0.005173,0.000229,1,5,6,7,0.308511,0.351448,9.059879,0,163
1078,journals.aol.com/lily990016/pissoffliberals,1,"Blogarama,BlogCatalog",0,0.001945,0.000187,0,2,2,8,0.175137,0.183238,0,0,572
1079,journals.aol.com/mark24609/myblog,1,eTalkingHead,0,0.000496,0.000187,0,1,1,1,1,1,0,0,573
1080,jperspective.com,1,eTalkingHead,0.001461,0.00124,0.000283,4,3,7,7,0.287215,0.314388,30.041033,0,163
1081,jquinton.com,1,LabeledManually,0.03024,0.019721,0.001169,49,22,71,7,0.347368,0.394064,3096.222558,0,163
1082,jrogg.blogspot.com,1,eTalkingHead,0.001121,0.003814,0.000231,2,13,15,7,0.296468,0.330542,562.336926,0,163
1083,juntoboys.blogspot.com,1,"Blogarama,eTalkingHead",0,0.00984,0.000187,0,10,10,7,0.2793,0.304101,0,0,574
1084,justalkin.us,1,Blogarama,0.000407,0.00204,0.000199,1,2,3,8,0.258579,0.278,0.333333,0,163
1085,kalblog.com,1,eTalkingHead,0.002207,0.017111,0.000303,4,10,14,6,0.372809,0.406635,1448.027839,0,163
1086,kausfiles.com,1,LeftyDirectory,0.036766,0,0.005133,52,0,52,0,0,0,0,0,3
1087,keithy1028.bravejournal.com,1,eTalkingHead,0.000574,0.001625,0.000229,1,2,3,7,0.296836,0.334189,0,0,163
1088,kellipundit.blogspot.com,1,Blogarama,0.002391,0.025063,0.000318,5,26,31,7,0.349015,0.397634,146.843747,0,163
1089,kenshepherd.blogspot.com,1,Blogarama,0.001017,0,0.000197,1,0,1,0,0,0,0,0,61
1090,kevincourser.blogspot.com,1,"BlogCatalog,eTalkingHead",0.000574,0.003051,0.000229,1,2,3,8,0.267169,0.285253,1.147254,0,163
1091,kimdutoit.com/dr/weblog.php,1,LabeledManually,0.013219,0.019799,0.000566,24,26,50,7,0.31605,0.353513,254.904593,0,163
1092,king-of-fools.com,1,eTalkingHead,0.012469,0.013442,0.000678,21,21,42,7,0.327515,0.368149,380.22507,0,163
1093,kitchennetwork.blogspot.com,1,Blogarama,0.002143,0.004828,0.000258,5,6,11,7,0.288427,0.308501,16.39565,0,163
1094,kushreport.com,1,"Blogarama,BlogCatalog",0,0,0.000187,0,0,0,0,0,0,0,217,575
1095,la4israel.org/wordpress,1,eTalkingHead,0.019744,0.000121,0.001494,39,3,42,8,0.258789,0.278645,1248.536401,0,163
1096,ladymac.com,1,BlogCatalog,0,0.014498,0.000187,0,19,19,7,0.314614,0.351161,0,0,576
1097,lahargis.blogspot.com,1,BlogCatalog,0.001012,0,0.000248,2,0,2,0,0,0,0,0,36
1098,lancehaun.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,218,577
1099,larsonreport.com,1,CampaignLine,0.001647,0,0.000198,2,0,2,0,0,0,0,0,94
1100,lashawnbarber.blogspot.com,1,Blogarama,0.002247,0,0.000238,3,0,3,0,0,0,0,0,115
1101,lashawnbarber.com,1,"Blogarama,eTalkingHead",0.046816,0.05759,0.004404,105,113,218,7,0.382341,0.465276,36135.552523,0,163
1102,laughatliberals.com,1,Blogarama,0.001225,0.001159,0.000237,2,1,3,7,0.296468,0.333231,13.931997,0,163
1103,laughingwolf.net,1,eTalkingHead,0.003567,0.033954,0.000427,6,49,55,7,0.338402,0.391608,551.711317,0,163
1104,lawguy.blogspot.com,1,eTalkingHead,0.003146,0.040181,0.000311,6,40,46,7,0.366807,0.419821,494.550588,0,163
1105,valuerightnews.blogspot.com,1,"Blogarama,BlogCatalog",0.003809,0.002503,0.00038,10,5,15,7,0.306928,0.349497,114.07268,0,163
1106,leftcoastconservative.blogspot.com,1,Blogarama,0.000332,0.011311,0.000224,1,15,16,7,0.32774,0.370605,1103.238317,0,163
1107,leftnuts.com/runcms/modules/news,1,BlogCatalog,0,0,0.000187,0,0,0,0,0,0,0,219,578
1108,legendgames.net/myblog.asp,1,"Blogarama,BlogCatalog",0.003063,0.024362,0.001015,10,60,70,6,0.394802,0.446952,5439.233786,0,163
1109,libertarianjackass.blogspot.com,1,Blogarama,0.00051,0.021067,0.000264,2,14,16,7,0.310412,0.340817,1154.754121,0,163
1110,life.laptoplobbyist.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,220,579
1111,literatevalues.org/virtue.htm,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,221,580
1112,littlegreenfootballs.com/weblog,1,LabeledManually,0.087062,0.022949,0.008455,181,27,208,7,0.363602,0.408989,28963.88292,0,163
1113,littlegreenfootballs.com/weblog/weblog.php,1,CampaignLine,0,0.02146,0.000187,0,25,25,7,0.333798,0.369383,0,0,581
1114,littletinylies.com,1,BlogPulse,0.005973,0.001014,0.000324,8,2,10,8,0.245826,0.259749,5.838485,0,163
1115,livejournal.com/users/bambenek,1,Blogarama,0,0.017222,0.000187,0,20,20,7,0.342878,0.388938,0,0,582
1116,livinginbabylon.blogspot.com,1,Blogarama,0.000731,0.002749,0.000277,2,3,5,7,0.297852,0.336279,0.487121,0,163
1117,lonewacko.com,1,Blogarama,0,0.04006,0.000187,0,26,26,6,0.39198,0.426235,0,0,583
1118,longdukdong44.blogspot.com,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,222,584
1119,loosecoin.blogspot.com,1,Blogarama,0,0.001133,0.000187,0,2,2,8,0.242409,0.259008,0,0,585
1120,louisville.edu/~bebusc02/blog/notarobot.html,1,Blogarama,0,0,0.000187,0,0,0,0,0,0,0,223,586
1121,lt-smash.us,1,LabeledManually,0.03594,0.003211,0.001283,57,4,61,7,0.283808,0.301528,150.847262,0,163
1122,lucianne.com,1,LabeledManually,0.017171,0,0.003592,36,0,36,0,0,0,0,0,5
1123,luxeword.com,1,CampaignLine,0.005238,0.005781,0.000428,12,5,17,7,0.330798,0.36902,195.25748,0,163
1124,madanthony.org,1,Blogarama,0.001376,0.003674,0.000284,4,3,7,7,0.280398,0.308511,22.390793,0,163
